id,member_id,ssn,first_name,last_name,gender,race,language,phone,email,address_line_1,address_line_2,city,state,zip,existing_conditions
382,14-874-8733,,Glenda,Bodd,Female,,Burmese,,gboddal@ftc.gov,607 Havey Way,,Los Angeles,California,90189,
383,62-732-1991,835-64-8972,Rivalee,Marciek,Female,Samoan,,,rmarciekam@arstechnica.com,72224 Warbler Trail,4066,Roanoke,Virginia,24048,FALSE
384,00-010-1812,850-62-4244,Frasier,Dick,Female,Crow,,267-122-0799,fdickan@mlb.com,711 David Court,,Philadelphia,Pennsylvania,19104,
385,58-293-8805,,Toby,Brute,Male,American Indian and Alaska Native (AIAN),Azeri,650-942-8793,,98 Morrow Park,37,Los Angeles,California,90045,
386,23-986-9907,,Lucas,Foster,Female,Colville,,,,35 Fairview Place,,Sacramento,California,95818,TRUE
387,04-500-6586,592-37-7986,Tamqrah,Bounde,Female,,Dutch,707-606-9111,,95 Crownhardt Junction,3155,Petaluma,California,94975,TRUE
388,77-177-0378,283-27-0312,Gus,Happert,Male,,,,,11 Elmside Plaza,,Sterling,Virginia,20167,FALSE
389,62-653-9302,,Bobinette,Scambler,Male,Paiute,,,bscambleras@wunderground.com,3 Oakridge Trail,,Fresno,California,93726,FALSE
390,64-238-8961,819-40-5494,Ketty,Adriaens,Male,Guatemalan,West Frisian,,kadriaensat@unblog.fr,5252 Mendota Road,,Erie,Pennsylvania,16550,
391,45-372-7873,479-20-8537,Avigdor,Alyoshin,,,,212-206-2010,,1 Elgar Place,,New York City,New York,10125,FALSE
392,46-475-2077,742-84-9310,Sander,Dissman,Male,,Montenegrin,,sdissmanav@google.com.br,5963 Daystar Drive,91,Santa Monica,California,90410,
393,71-022-0344,405-72-5035,Lisetta,Mc Giffin,,Cheyenne,,,,4 Ruskin Trail,28985,Denver,Colorado,80279,
394,03-800-9951,825-95-7426,Jamil,Moorhead,Female,Pima,Burmese,760-211-8920,jmoorheadax@nydailynews.com,38 Texas Way,997,San Bernardino,California,92415,TRUE
395,51-958-0981,,Tabbie,Dounbare,Female,,Bosnian,,tdounbareay@myspace.com,8 Bayside Road,9,Los Angeles,California,90189,
396,52-938-5210,,Bruce,Dorrance,,,Amharic,,bdorranceaz@newsvine.com,7400 Dahle Pass,,Pittsburgh,Pennsylvania,15255,
397,32-575-2568,321-47-8934,Sol,Smeal,Female,,Tswana,,,3104 Claremont Terrace,3965,Los Angeles,California,90094,
398,54-411-4338,492-80-6310,Kaitlin,Pibworth,Male,Salvadoran,Zulu,267-748-0700,kpibworthb1@cdc.gov,375 Dayton Lane,,Philadelphia,Pennsylvania,19146,FALSE
399,46-321-9194,443-47-6397,Vonni,O' Kelleher,,,,,,4938 Moulton Way,62,Topeka,Kansas,66622,
400,50-703-1424,,Dur,Chastand,,,,916-890-3392,dchastandb3@ocn.ne.jp,3 Meadow Ridge Avenue,,Sacramento,California,95833,
401,32-864-2772,846-43-4858,Joyce,O'Caherny,Male,Pakistani,,,jocahernyb4@github.com,9 Ridgeview Center,86,Buffalo,New York,14276,FALSE
402,94-923-0963,490-25-2133,Delmar,Gasnoll,Female,,Bosnian,,dgasnollb5@myspace.com,42692 Roth Trail,,Allentown,Pennsylvania,18105,
403,84-588-7983,,Wilhelm,Maxstead,Male,,,,,419 Spohn Terrace,19112,Englewood,Colorado,80150,
404,72-055-5242,207-91-9677,Salvatore,Endean,,,Kannada,,,258 Moose Trail,,Erie,Pennsylvania,16565,FALSE
405,89-676-5218,,Miltie,Rate,Female,Comanche,,412-465-5578,,6 Warrior Alley,18,Pittsburgh,Pennsylvania,15286,
406,83-180-5438,704-32-0558,Jeromy,Lodford,Male,Alaska Native,,,,6818 Nancy Court,450,Harrisburg,Pennsylvania,17126,TRUE
407,82-314-6858,391-45-6751,Maurice,Thom,Female,,,,,9 Amoth Way,,Colorado Springs,Colorado,80920,
408,20-861-7326,620-53-1583,Josh,Berdale,Male,,Dari,757-482-3759,jberdalebb@google.com,5091 Menomonie Court,,Newport News,Virginia,23605,
409,34-273-5920,311-87-8787,Verine,Haskew,Female,South American,Czech,949-819-1144,,3 Lotheville Parkway,2,Los Angeles,California,90010,
410,57-323-2414,594-63-5997,Jena,McWhan,Female,,,323-797-3175,jmcwhanbd@multiply.com,7888 Green Ridge Way,,Los Angeles,California,90076,TRUE
411,36-107-5166,,Evonne,Duffil,Female,Eskimo,Dhivehi,,eduffilbe@ftc.gov,47774 Old Gate Center,,Pittsburgh,Pennsylvania,15279,
412,82-320-4019,494-84-8283,Irving,Rennocks,,Potawatomi,,858-739-2351,irennocksbf@ow.ly,21330 Garrison Parkway,,Oceanside,California,92056,FALSE
413,37-465-4140,691-96-8464,Leupold,Rodenhurst,,,,212-855-9435,,96920 Sauthoff Trail,435,New York City,New York,10184,
414,59-342-8881,865-40-8214,Dicky,Acum,,,Arabic,785-201-9390,dacumbh@dyndns.org,028 Twin Pines Street,,Topeka,Kansas,66611,FALSE
415,87-971-3853,,Deedee,Bransom,Female,,Armenian,,dbransombi@is.gd,78156 Heath Street,806,Burbank,California,91505,
416,21-027-8516,,Field,Chinn,Female,,,,fchinnbj@sfgate.com,6789 Summit Drive,626,San Jose,California,95194,
417,78-646-4358,,Sasha,Valentetti,,Venezuelan,Armenian,,svalentettibk@networkadvertising.org,72 Sherman Court,,New York City,New York,10060,
418,08-362-7693,366-56-3850,Goldia,Mulvagh,Male,Bangladeshi,,510-526-8187,gmulvaghbl@bandcamp.com,26 Village Green Plaza,903,Richmond,California,94807,FALSE
419,71-017-2108,,Clarance,Poli,Female,,,415-904-3482,,3708 Fair Oaks Drive,70056,San Francisco,California,94159,TRUE
420,34-578-9071,199-95-3689,Diego,Skyner,,Filipino,,626-972-0370,dskynerbn@cnn.com,94957 Pond Center,5106,Corona,California,92883,
421,12-634-9325,236-81-1551,Olivette,Mayne,Male,Kiowa,,408-365-6254,omaynebo@boston.com,07 Mayer Circle,88,San Jose,California,95123,
422,56-428-8448,,Harrison,Asprey,Female,,Hebrew,804-557-0559,haspreybp@xrea.com,5798 Melvin Crossing,,Richmond,Virginia,23289,
423,21-600-3676,810-14-2471,Wanda,Lightowlers,,,Persian,650-820-6388,,1443 Maple Wood Street,,Pasadena,California,91186,
424,01-412-1024,829-07-9863,Tiena,Lackie,,Thai,,,,410 Caliangt Point,2,Palmdale,California,93591,
425,57-028-0322,207-23-4244,Madalena,Jouhandeau,Male,,Gagauz,,mjouhandeaubs@is.gd,03 Village Circle,,Hartford,Connecticut,6152,
426,89-447-9169,,Ermentrude,Harner,Male,Menominee,Macedonian,703-689-2728,eharnerbt@plala.or.jp,3 Waxwing Junction,3143,Reston,Virginia,20195,
427,67-444-2996,565-88-3320,Georgeanna,Zaple,,Puerto Rican,Kannada,917-941-5761,gzaplebu@joomla.org,5807 Grim Alley,,New York City,New York,10155,FALSE
428,80-702-6295,,Roselle,Kirsopp,,,Finnish,917-564-4300,,7 Loftsgordon Road,,Flushing,New York,11355,
429,64-740-0268,633-94-6293,Reidar,Laidlaw,,Chilean,Montenegrin,,,8386 Arkansas Circle,85,Rochester,New York,14604,
430,22-795-6115,,Basilius,Raulston,Male,Thai,Tsonga,,braulstonbx@soundcloud.com,05 Acker Lane,,Fresno,California,93704,TRUE
431,49-794-2749,,Alberto,Siehard,,,Tajik,626-662-8243,asiehardby@deliciousdays.com,58 Little Fleur Crossing,,Pasadena,California,91131,
432,96-107-0157,779-47-8822,Terrel,Frangello,,,,860-464-6772,,4 Oakridge Junction,,Hartford,Connecticut,6152,
433,33-609-3469,785-98-2933,Axel,Axtell,,,Lao,,aaxtellc0@studiopress.com,8254 Darwin Crossing,,Pasadena,California,91186,
434,26-705-9411,818-15-0423,Andreana,Rolston,,,Icelandic,571-529-8274,arolstonc1@ovh.net,9 Texas Court,,Richmond,Virginia,23277,
435,64-020-5597,493-63-0662,Tiphanie,Shurmore,Female,,Telugu,757-896-6668,tshurmorec2@digg.com,591 Anderson Terrace,28560,Norfolk,Virginia,23509,
436,80-519-6746,571-74-4113,Sonnnie,Shakesbye,Male,,,415-539-0035,sshakesbyec3@furl.net,27 Algoma Avenue,,San Rafael,California,94913,
437,23-668-4997,257-58-0580,Randy,Comizzoli,Female,Fijian,,,rcomizzolic4@nhs.uk,190 Surrey Circle,,Glendale,California,91210,
438,77-920-4084,448-16-6595,Lila,Cottier,Male,,,,lcottierc5@slideshare.net,7046 Ramsey Street,0,San Francisco,California,94154,FALSE
439,55-152-3999,858-07-8116,Saree,Josuweit,,Paiute,Azeri,,,9 Melvin Place,83,San Diego,California,92105,TRUE
440,66-463-9960,894-46-8326,Charmaine,Maestrini,Male,,,316-688-2554,cmaestrinic7@tripadvisor.com,9 Loftsgordon Trail,,Wichita,Kansas,67260,
441,00-663-7104,588-13-3710,Selestina,Kneafsey,Male,,Macedonian,714-378-4116,skneafseyc8@foxnews.com,7255 Hudson Park,,Fullerton,California,92640,
442,30-600-7489,299-96-0871,Avie,Newbigging,Male,,,,anewbiggingc9@twitter.com,21 Riverside Avenue,,San Diego,California,92165,
443,34-171-7035,125-51-7671,Oliviero,St Quenin,Male,Lumbee,,516-250-7920,ostqueninca@csmonitor.com,01 Logan Plaza,236,Great Neck,New York,11024,
444,46-163-4922,696-60-9721,Mead,MacKaig,Male,Pima,,540-399-7600,,26602 Amoth Road,,Roanoke,Virginia,24009,
445,20-625-5360,823-91-7833,Junette,McGahy,Male,,,,jmcgahycc@washington.edu,9981 Lakewood Gardens Way,23,Pittsburgh,Pennsylvania,15274,FALSE
446,58-248-5505,157-07-2187,Hetti,McQuie,Female,,,303-270-2054,hmcquiecd@bravesites.com,0938 Annamark Avenue,81,Denver,Colorado,80279,
447,51-144-5874,732-61-4051,Micky,Draco,Male,Micronesian,,,mdracoce@alexa.com,75 Sachtjen Terrace,848,Fullerton,California,92640,
448,88-913-5313,763-41-0720,Aylmer,Summerlad,Male,,,804-691-3499,,1 Grayhawk Center,,Richmond,Virginia,23203,FALSE
449,82-572-0901,,Otho,Spoole,Female,,Tsonga,212-798-7404,ospoolecg@so-net.ne.jp,603 Glacier Hill Place,,Brooklyn,New York,11254,
450,68-175-4054,802-93-3180,Rosabella,McAulay,,,,,,763 Dapin Circle,,Colorado Springs,Colorado,80905,
451,77-800-4969,,Alric,Carson,Male,Yakama,West Frisian,,acarsonci@latimes.com,20695 Butterfield Trail,,Wilkes Barre,Pennsylvania,18706,TRUE
452,30-251-7632,,Ariel,Bramham,Male,Costa Rican,Gagauz,,,1342 Wayridge Way,,Dulles,Virginia,20189,
453,58-431-9062,202-35-6273,Skippie,Yewen,Male,,Tswana,,,1016 Nevada Circle,,Richmond,Virginia,23277,
454,93-397-5291,299-66-5970,Far,Martinovic,Male,Japanese,,203-481-3185,fmartinoviccl@a8.net,38 Sage Avenue,,Stamford,Connecticut,6912,
455,76-416-1625,,Dorene,Breedy,,Ottawa,Korean,,,8545 Meadow Valley Place,,Fresno,California,93704,
456,26-300-4061,153-39-1012,Philippine,Gravatt,,,,,,3966 Anzinger Avenue,,Hartford,Connecticut,6145,
457,63-137-2448,,Weidar,Nanson,,,,646-487-2110,wnansonco@dailymail.co.uk,447 Raven Road,,New York City,New York,10039,TRUE
458,19-435-6549,816-22-9875,Gradeigh,Willden,,Guamanian,,,,7884 Carioca Drive,,Bronx,New York,10469,FALSE
459,36-495-8018,260-13-6633,Giana,Kaysor,Female,,Gujarati,530-732-8884,,3 Sommers Alley,99,Sacramento,California,95818,
460,35-973-6620,652-32-1822,Erika,Valente,Female,,Korean,,,35721 Cody Center,92,Oakland,California,94627,
461,17-163-4490,,Reggi,Worling,Male,,,,,70 Surrey Circle,,Arlington,Virginia,22205,
462,58-981-2627,205-53-8337,Florencia,Darwin,,,Gujarati,858-368-3979,fdarwinct@people.com.cn,88 Drewry Avenue,862,Oceanside,California,92056,
463,35-470-9680,509-48-5805,Shea,Crab,,Taiwanese,Macedonian,412-684-7649,,706 Larry Place,26263,Pittsburgh,Pennsylvania,15286,TRUE
464,26-653-0779,878-39-7809,Lucine,Brannon,Male,,,,lbrannoncv@discuz.net,23 Hagan Alley,9,Philadelphia,Pennsylvania,19104,TRUE
465,48-401-4176,,Perkin,Spencock,Female,,Greek,412-699-1695,pspencockcw@ow.ly,8 Manitowish Terrace,426,Pittsburgh,Pennsylvania,15255,TRUE
466,57-408-5189,,Marietta,Hefferon,,,,,mhefferoncx@tiny.cc,69 Holy Cross Terrace,,Schenectady,New York,12305,TRUE
467,13-610-6662,704-26-8847,Veronica,Felgate,Male,Pima,Amharic,,vfelgatecy@multiply.com,532 Sunnyside Drive,,Van Nuys,California,91406,FALSE
468,73-990-7153,,Moishe,Gowers,Male,Samoan,,757-874-3340,,1 Pine View Parkway,,Norfolk,Virginia,23504,
469,34-053-3713,,Fulton,Matchitt,Male,,,,fmatchittd0@weebly.com,78 American Ash Court,8,Newport Beach,California,92662,
470,14-474-4367,,Orlando,Ox,Female,Sioux,,916-560-9705,ooxd1@devhub.com,0604 Bluestem Trail,,Sacramento,California,95894,
471,52-805-0713,804-61-0306,Wilow,Beton,Male,,Luxembourgish,,wbetond2@engadget.com,821 Northfield Hill,9,Shawnee Mission,Kansas,66286,TRUE
472,13-732-5497,710-21-7057,Denys,Chamberlain,,,,805-905-8447,,626 Pankratz Lane,,Simi Valley,California,93094,
473,61-526-2610,421-78-7710,Rolfe,Crosswaite,,Indonesian,Malayalam,310-410-6836,,58491 Bultman Park,,Inglewood,California,90398,
474,55-862-3067,344-45-5236,Pancho,Willimont,Female,,Swedish,316-499-3400,,73 Arizona Parkway,,Wichita,Kansas,67260,TRUE
475,44-328-7446,,Alberik,Feyer,Female,Micronesian,,,,1 Cordelia Terrace,8798,Virginia Beach,Virginia,23454,FALSE
476,73-239-7663,,Leopold,Reams,,,,213-458-0256,,41839 Pearson Drive,430,Van Nuys,California,91499,TRUE
477,69-725-4185,701-17-5367,Gasper,de Voiels,Female,Filipino,Japanese,,gdevoielsd8@princeton.edu,6 Charing Cross Park,44,Great Neck,New York,11024,TRUE
478,81-122-7157,,Zelig,Stirton,Female,Fijian,,303-626-6824,zstirtond9@phpbb.com,5 Ridgeway Park,,Denver,Colorado,80241,
479,08-408-2633,423-66-7362,Emelyne,Stit,Male,,Zulu,,estitda@mashable.com,31890 Artisan Street,,Sunnyvale,California,94089,
480,73-198-7998,269-81-4855,Paul,Amori,Male,,Maltese,,,983 Vidon Avenue,7,New York City,New York,10160,TRUE
481,51-870-8563,667-33-2822,Bekki,Benaine,Male,Panamanian,Malayalam,,bbenainedc@slate.com,44286 Nova Way,,Denver,Colorado,80204,
482,10-227-8140,,Annabel,Spadollini,Male,Sri Lankan,Mongolian,703-629-4917,aspadollinidd@dell.com,25917 Waxwing Junction,7,Arlington,Virginia,22205,
483,19-675-8968,,Scotti,Keirl,Male,,,,,4 Buell Lane,,Jamaica,New York,11480,TRUE
484,82-790-4177,,Garv,Truckell,,Peruvian,Burmese,,,465 Banding Crossing,359,San Jose,California,95128,
485,78-440-1939,,Bessy,McDuffy,Female,,,310-311-6623,,5 Swallow Junction,,Van Nuys,California,91406,
486,71-570-8423,424-59-0935,Tiffi,Davley,,,Bosnian,,,38 Del Sol Parkway,4,Oakland,California,94627,
487,30-662-2616,621-38-3234,Wit,Bartosch,Male,,Italian,,wbartoschdi@newsvine.com,0 Delladonna Terrace,,Sacramento,California,95813,
488,30-594-4583,678-74-3551,Orin,Shemmin,,Fijian,Japanese,,,3275 Waubesa Way,,Littleton,Colorado,80126,
489,86-646-3309,875-03-0798,Selena,Doumer,,Panamanian,,916-676-7692,,94018 Green Ridge Alley,697,Sacramento,California,95894,FALSE
490,39-397-4007,367-83-2173,Fabe,Bunker,,,Swahili,,fbunkerdl@slideshare.net,01491 Nevada Drive,2,Long Beach,California,90831,
491,59-744-8667,,Conrade,Kobierra,Female,Eskimo,Spanish,916-995-2579,ckobierradm@nasa.gov,68 Maple Lane,,Sacramento,California,95894,
492,66-348-9664,753-98-5338,Javier,Gothrup,Female,,,,jgothrupdn@oracle.com,94167 Hovde Crossing,244,Wichita,Kansas,67236,
493,81-007-4952,618-67-5878,Georg,Bayley,Male,,,571-233-2973,,72784 Pine View Terrace,,Dulles,Virginia,20189,
494,37-068-2103,456-60-5801,Antonius,Goalby,,Osage,,,,9 Bluejay Road,,Pasadena,California,91117,
495,77-168-1516,180-63-1033,Sidonia,Mogridge,,Dominican (Dominican Republic),,,,31 Kingsford Pass,,Los Angeles,California,90005,TRUE
496,30-164-0388,,Rupert,Blaze,,Native Hawaiian and Other Pacific Islander (NHPI),,516-347-9343,,0 Becker Point,,Hicksville,New York,11854,TRUE
497,72-832-7988,612-80-6529,Bill,Basile,Female,,,805-716-4410,bbasileds@wunderground.com,8 Sundown Road,,Van Nuys,California,91406,FALSE
498,87-112-7085,363-40-4588,Kain,Jewel,Male,Central American,,212-934-3236,,6484 Grim Place,,Jamaica,New York,11470,TRUE
499,33-050-5890,240-25-3739,Gertie,Ratlee,,Vietnamese,French,,gratleedu@cdc.gov,8122 John Wall Lane,,Sunnyvale,California,94089,
500,92-023-4623,,Gloria,Mallows,Male,,,,gmallowsdv@upenn.edu,1 Buell Avenue,,Oakland,California,94611,
501,55-513-6937,,Hester,Thirtle,,,,,hthirtledw@upenn.edu,8918 Debra Crossing,,Fresno,California,93715,TRUE
502,41-917-2082,581-82-6678,Antonin,Endecott,Male,Latin American Indian,Tajik,203-398-6998,aendecottdx@oracle.com,5 Bultman Point,,New Haven,Connecticut,6520,
503,77-516-0083,878-25-0923,Elizabeth,Elliss,Male,,,,eellissdy@bloglovin.com,8 Gulseth Place,,Albany,New York,12210,
504,31-574-5266,564-10-0257,Adrianne,Munks,Male,,Marathi,,amunksdz@deviantart.com,317 Hollow Ridge Center,,Buffalo,New York,14205,FALSE
505,91-672-2324,599-35-3415,Hanan,Seniour,Male,South American,,,,0 Sunbrook Plaza,,Manassas,Virginia,22111,
506,48-857-9675,854-65-1934,Jacquenetta,Da Costa,Female,,,,,026 Golf Point,,Richmond,Virginia,23272,FALSE
507,56-362-2874,,Scotty,Ploughwright,Male,,,,sploughwrighte2@goodreads.com,5 Bay Terrace,,San Jose,California,95138,TRUE
508,68-491-2083,760-35-5884,Gerald,Quinnell,,,Nepali,203-527-8804,gquinnelle3@wunderground.com,3 Transport Park,,Stamford,Connecticut,6912,TRUE
509,32-842-6266,707-31-3697,Ewart,Hilland,Male,Bangladeshi,German,805-263-6173,,6 Sunbrook Hill,3690,Simi Valley,California,93094,
510,06-926-1438,504-67-8356,Gisella,Levane,,Spaniard,,,,55 Holmberg Crossing,,Rochester,New York,14609,
511,84-803-7108,127-44-0361,Jesselyn,Zamorano,,,Moldovan,,jzamoranoe6@geocities.com,4 Rowland Avenue,1358,New York City,New York,10009,TRUE
512,74-577-3040,380-38-8488,Madelon,Paz,,,,,mpaze7@t-online.de,9345 Schmedeman Alley,90,Springfield,Virginia,22156,
513,67-591-6185,791-21-9912,Baxter,Gulliford,Female,Peruvian,Estonian,203-571-9188,,6292 Clemons Way,,Waterbury,Connecticut,6705,
514,10-368-3214,691-72-5430,Janos,Lanahan,Male,Thai,Italian,,jlanahane9@chron.com,8957 Mayfield Crossing,4,Oakland,California,94627,FALSE
515,32-509-0789,449-79-9007,Deeann,Scholey,Female,Chickasaw,,716-394-2122,dscholeyea@japanpost.jp,69495 Porter Circle,,Buffalo,New York,14225,
516,92-255-3844,283-63-0162,Verna,Trenholm,Male,,,,,33151 Messerschmidt Place,,Oakland,California,94622,TRUE
517,35-385-0135,238-63-2192,Flori,Clines,Male,,Kurdish,,,89810 Oakridge Way,,Santa Barbara,California,93106,TRUE
518,81-292-7459,386-18-1575,Ford,Attree,,,,316-729-3957,,7 Arkansas Road,1333,Wichita,Kansas,67210,
519,46-376-1258,459-30-6780,Nicolas,Tanti,,Crow,,,ntantiee@blogtalkradio.com,05 North Way,49230,Newport News,Virginia,23605,TRUE
520,66-901-7658,469-15-6321,Julieta,Adanet,Female,,,,,00 Northport Terrace,,Palmdale,California,93591,
521,64-263-7981,108-50-5200,Charo,Deerness,Female,,,215-702-0550,cdeernesseg@etsy.com,968 South Terrace,,Philadelphia,Pennsylvania,19141,
522,47-293-2772,810-82-5134,Rycca,Pawfoot,,Thai,,203-334-1027,,62135 Esch Place,,Waterbury,Connecticut,6721,
523,74-936-6895,,Grata,Shirley,Female,Yaqui,Maltese,,gshirleyei@360.cn,6 Northport Lane,9,Sacramento,California,94273,FALSE
524,77-023-8562,,Matteo,Conduit,Male,Puerto Rican,Georgian,213-570-1353,mconduitej@goo.ne.jp,1936 High Crossing Parkway,2,Los Angeles,California,90065,
525,45-103-8024,,Letizia,Dayment,,Venezuelan,Arabic,,ldaymentek@joomla.org,61 Birchwood Court,73,Roanoke,Virginia,24009,
526,67-353-2858,839-20-9683,Emmalyn,Everix,Female,,,,,70662 Thierer Drive,,Jamaica,New York,11470,
527,48-474-2967,239-50-2026,Adda,Marthen,Female,,,718-745-4559,,19 David Point,77853,Brooklyn,New York,11205,
528,53-879-8111,207-82-8753,Ty,Bernon,Male,Asian Indian,Swahili,650-171-5790,tbernonen@usgs.gov,1 Washington Lane,,Sunnyvale,California,94089,
529,17-462-8312,,Raul,Dolman,,Delaware,,,rdolmaneo@weather.com,12835 Ilene Trail,28,Los Angeles,California,90189,
530,79-110-0854,,Adi,Gilchriest,Female,,Tswana,,agilchriestep@last.fm,927 Buhler Plaza,60,Richmond,Virginia,23237,FALSE
531,45-427-9783,,Esmeralda,Ayton,,Peruvian,,,,67 Old Shore Junction,,Sacramento,California,94291,
532,73-001-1356,769-90-4579,Delinda,Brickwood,Female,,,213-699-8821,,6 Schurz Court,82098,Los Angeles,California,90189,
533,68-347-8683,,Deck,Smithin,,Central American,Maltese,559-950-7834,,48107 Hanson Circle,,Fresno,California,93726,
534,88-622-0460,664-39-9807,Kienan,Donat,Male,Chippewa,Moldovan,,kdonatet@sfgate.com,93 Dorton Avenue,6595,Sacramento,California,95852,FALSE
535,72-387-1929,191-33-7298,Bing,Derell,Female,Malaysian,Tswana,,bderelleu@nih.gov,10 Troy Avenue,73485,Hartford,Connecticut,6152,
536,92-536-1606,847-09-7184,Sibby,Skoyles,,,Maltese,,sskoylesev@yahoo.com,6 Talmadge Crossing,,Allentown,Pennsylvania,18105,
537,24-732-3271,569-02-4110,Ingaborg,Slafford,Female,Yakama,Oriya,518-844-8521,,0579 Portage Parkway,33060,Albany,New York,12247,
538,91-254-2293,561-37-3468,Annabal,Siggens,Female,Chamorro,Malagasy,913-524-5538,asiggensex@arizona.edu,41 Hovde Street,842,Kansas City,Kansas,66160,TRUE
539,11-832-8608,,Brendan,Lecointe,Female,,Gagauz,,blecointeey@imgur.com,07 Evergreen Parkway,2185,Lynchburg,Virginia,24515,
540,82-461-0985,578-03-9257,Mendy,O'Sheils,Female,Central American,,,mosheilsez@house.gov,47 Maryland Drive,,Torrance,California,90505,TRUE
541,09-695-9395,199-70-4400,Darrick,Davidy,,,Gagauz,,ddavidyf0@hao123.com,5 Mesta Drive,11508,San Francisco,California,94121,
542,12-397-0570,,Ambur,Garrioch,,,Yiddish,585-479-1370,,2 Elgar Drive,22285,Rochester,New York,14614,
543,65-524-6219,636-79-1369,Carmine,Ferry,Male,Cherokee,Catalan,,cferryf2@twitter.com,14702 6th Park,,Los Angeles,California,90010,
544,29-919-2465,,Ivett,Adhams,Female,,,,iadhamsf3@weebly.com,80 Prairie Rose Way,605,San Diego,California,92105,
545,01-339-3444,224-15-5642,Weider,Flynn,Female,,Filipino,,wflynnf4@hc360.com,91 Maple Court,,Pasadena,California,91199,
546,49-032-6657,,Spenser,Middle,Male,Samoan,Burmese,,smiddlef5@seesaa.net,50 Transport Road,17350,Waterbury,Connecticut,6721,
547,59-364-3758,633-73-5890,Gaylor,Sirkett,Female,Sri Lankan,Greek,,gsirkettf6@ameblo.jp,9994 Forster Plaza,9,Pittsburgh,Pennsylvania,15240,TRUE
548,02-103-6818,321-75-5561,Doris,Drayson,Male,Creek,Belarusian,408-829-1304,ddraysonf7@eventbrite.com,06492 Crest Line Hill,3403,San Jose,California,95123,TRUE
549,49-374-0507,588-97-7368,Daryl,Seckom,,Paraguayan,,212-116-4758,,1324 La Follette Terrace,,New York City,New York,10131,
550,03-432-6397,478-61-6788,Fred,Cardenoza,Female,Indonesian,Punjabi,650-122-3098,,6 David Court,,Oakland,California,94627,TRUE
551,21-136-1117,133-86-0161,Dwain,Thomazet,Female,,,,dthomazetfa@buzzfeed.com,3 Russell Lane,,Brooklyn,New York,11205,
552,42-812-3760,852-40-2428,Reine,Sommerlin,Male,,,626-951-4922,,5726 Jay Road,,Pasadena,California,91117,
553,46-791-7875,858-77-5749,Lian,Roylance,Male,,Norwegian,913-355-8089,,9298 Di Loreto Point,6,Shawnee Mission,Kansas,66225,
554,62-920-3874,320-28-4143,Meade,Geard,,,English,,mgeardfd@state.gov,91741 Menomonie Way,3,Virginia Beach,Virginia,23454,
555,19-532-8824,,Bibi,Rosewarne,Female,,,316-176-5663,,9 Ronald Regan Road,,Wichita,Kansas,67210,
556,34-348-4224,,Birk,Longmore,Male,Colville,,646-866-9971,,98072 Stephen Park,,New York City,New York,10009,
557,46-823-6317,,Griz,Badland,,Puget Sound Salish,,818-460-6172,,32 Melody Junction,,Los Angeles,California,90035,TRUE
558,49-552-3891,304-49-6436,Vincent,Tunnicliff,,,Gujarati,,,89076 Westridge Court,,Fresno,California,93726,
559,88-997-5527,795-23-6082,Dagny,Peskett,,American Indian,,860-707-3318,,51803 Longview Road,7926,Hartford,Connecticut,6105,
560,02-643-9314,,Temple,Galiero,Female,,Zulu,212-108-3770,tgalierofj@homestead.com,70791 Buhler Alley,16059,Jamaica,New York,11499,
561,14-343-5374,859-06-8667,Cchaddie,Prazer,Female,,,,,879 Esker Crossing,,Richmond,Virginia,23272,TRUE
562,14-437-8409,509-76-5193,Kendell,Swinn,Male,Chippewa,Korean,814-870-2024,kswinnfl@networksolutions.com,63 Oak Pass,,Erie,Pennsylvania,16534,FALSE
563,07-301-4313,,Marnie,Townsend,Male,Indonesian,,412-297-5528,mtownsendfm@nbcnews.com,05 Roth Road,,Pittsburgh,Pennsylvania,15274,
564,48-933-4248,,Rafferty,Lace,Male,,,,,5308 Gateway Drive,,Inglewood,California,90305,
565,79-143-6819,,Codi,Honniebal,Female,,Moldovan,267-163-3353,chonniebalfo@twitter.com,1 Hovde Circle,279,Philadelphia,Pennsylvania,19120,FALSE
566,88-956-1192,427-63-8022,Margaretta,Clegg,,,,913-268-9518,mcleggfp@businessinsider.com,523 Ruskin Center,,Kansas City,Kansas,66160,
567,28-738-4513,,Karlik,Kelsow,,,,,,516 Arkansas Lane,,Bronx,New York,10469,FALSE
568,81-540-5590,,Matias,Switland,Female,Tlingit-Haida,,,mswitlandfr@github.com,758 Morningstar Court,18,Simi Valley,California,93094,
569,53-058-9596,496-50-2612,Jethro,Hubbert,Female,,,,,17959 Sunnyside Terrace,,New York City,New York,10009,
570,87-803-3148,578-12-2130,Theodore,Gasson,Female,,Estonian,,tgassonft@msu.edu,399 Holmberg Lane,71946,San Diego,California,92176,
571,85-697-9246,101-95-6966,Neall,Lockett,Female,,Aymara,,nlockettfu@etsy.com,523 Milwaukee Place,,Charlottesville,Virginia,22908,
572,31-611-8504,363-93-2256,Mona,Joslin,Female,Latin American Indian,,,,9 Main Point,,New York City,New York,10160,
573,85-151-9117,133-58-8531,Gratia,Farbrace,Female,,Malay,,,95 Esker Place,619,Richmond,Virginia,23203,
574,02-583-3413,685-86-8603,Claresta,Stammer,Female,,Fijian,,cstammerfx@last.fm,32 Hanover Way,280,Sacramento,California,95852,
